Start,End,Valence,Arousal,Dominance,Audio
"1865.0","1984.0","5.5287500000000005","4.0565625","5.4506250000000005","0.23091875097122336"
"1985.0","1999.0","5.832","3.7640000000000002","6.023999999999999","0.09419400624323955"
"2000.0","2014.0","5.236666666666667","3.4049999999999994","5.55","0.6802800035385741"
"2015.0","2044.0","6.042","3.886","5.346","1.1119081241053101"
"2045.0","2066.0","5.735714285714287","3.85952380952381","5.5304761904761905","0.8051457069364684"
"2067.0","2101.0","5.581250000000001","3.8356250000000003","5.3950000000000005","0.5817276492542758"
"2102.0","2279.0","5.330488888888889","4.153333333333333","5.382844444444444","1.2144749913108217"
"2280.0","2358.0","5.185625","4.212604166666666","5.228020833333334","2.5052369938131682"
"2360.0","2365.0","6.272857142857143","4.384285714285714","5.45857142857143","0.4277612659496174"
"2425.0","2429.0","5.482142857142857","4.090714285714285","5.667142857142857","0.24088031639013835"
"2430.0","2496.0","5.4205","4.025","5.464499999999999","0.543699801661343"
"2436.0","2440.0","4.656666666666666","4.022500000000001","5.020833333333333","0.4718944101945967"
"2497.0","2506.0","5.249230769230769","4.174615384615384","5.397692307692308","0.3052141507723821"
"2507.0","2539.0","5.4351666666666665","4.1691666666666665","5.327166666666667","0.8929016634034243"
"2540.0","2557.0","5.316818181818181","3.855909090909091","5.218636363636363","1.3404781539624164"
"2558.0","2629.0","5.065294117647059","4.163137254901961","5.103333333333333","1.577314677153961"
"2630.0","2644.0","5.368333333333332","4.181666666666666","4.88","0.7168280530310123"
"2645.0","2864.0","5.348510638297872","4.032127659574468","5.2417021276595746","0.7908323181474017"
"2681.0","2850.0","5.70763440860215","4.188817204301074","5.388709677419355","0.785509467132388"
"2865.0","2882.0","5.660697674418604","3.861162790697675","5.492093023255814","2.314683987313776"
"2883.0","2909.0","5.637142857142857","4.064285714285714","5.752857142857143","0.5958038177221385"
"2910.0","3429.0","5.384748201438849","4.014424460431654","5.378381294964029","1.3926163777722589"
"3285.0","3319.0","5.3118965517241366","3.939137931034482","5.290344827586208","0.24814984641423188"
"3320.0","3324.0","3.17","6.35","3.62","0.03275864053478729"
"3325.0","3329.0","4.135","5.045","4.755","0.03136543968013886"
"3330.0","3429.0","5.00948275862069","4.111896551724137","5.171724137931034","0.2699580091260703"
"3429.0","3689.0","5.001228070175438","4.150350877192983","5.163684210526316","0.7739869683332761"
"3490.0","3610.0","5.457669902912621","4.20873786407767","5.591456310679614","1.2483238966146117"
"3610.0","3690.0","5.545428571428571","3.990714285714285","5.490285714285714","0.26386390189460834"
"3690.0","3751.0","5.711034482758619","4.052413793103448","5.552413793103448","0.15294594974404807"
"3785.0","3935.0","5.607439024390245","4.117743902439025","5.480792682926829","0.3957557459470641"
"3936.0","4085.0","5.408244274809159","4.128702290076335","5.334351145038168","1.218144928646977"
"4137.0","4140.0","5.463181818181819","4.116363636363637","5.223181818181818","0.30298435870394336"
"4141.0","4360.0","5.592943722943722","4.072121212121212","5.376796536796537","0.3721993835700972"
"4365.0","4430.0","5.416195652173912","3.9894565217391293","5.469782608695653","0.31674809855238445"
"4495.0","4820.0","5.331420118343195","4.102248520710059","5.459585798816568","1.359622357850069"
"4824.0","4957.0","5.506887417218543","4.239933774834436","5.4394701986754965","0.9960047309855289"
"5100.0","5236.0","5.435277777777778","4.146319444444444","5.4309722222222225","0.7258787173835295"
"5238.0","5274.0","5.478684210526317","4.215921052631579","5.426973684210526","0.36464238583139247"
"5280.0","5298.0","5.354736842105263","3.8952631578947363","5.2494736842105265","0.09959217784390115"
"5310.0","5580.0","5.338874172185431","4.10158940397351","5.311523178807948","1.107656433420146"
"5585.0","5598.0","5.555789473684209","4.0668421052631585","5.336842105263158","1.9742746762495487"
"5600.0","5673.0","5.324719999999999","4.065359999999999","5.37392","2.8967539071633714"
"5675.0","5810.0","5.207401574803149","4.183307086614174","5.347086614173229","3.0319129871194406"
"5983.0","6010.0","4.539615384615385","4.293846153846154","4.954999999999999","2.642940767670979"
"6033.0","6093.0","5.336944444444445","3.981944444444445","5.497499999999999","2.167793083389262"
"6148.0","6210.0","5.440526315789472","4.304736842105264","5.186052631578948","2.690780106425906"
"155.0","198.0","5.405396825396825","4.188095238095239","5.335238095238095","1.1710049782717977"
"199.0","206.0","5.1063636363636355","4.52","5.491818181818181","1.8740506712465623"
"207.0","270.0","4.876923076923078","4.605128205128204","5.124358974358975","1.9852583005594622"
"274.0","292.0","5.2124999999999995","4.4025","5.246785714285714","0.36158592338356965"
"293.0","294.0","6.078","3.8939999999999997","5.818","0.48762267377010404"
"297.0","332.0","5.7007142857142865","3.986190476190475","5.411666666666666","0.5720902533960573"
"341.0","372.0","4.911111111111111","4.542","5.226444444444445","0.6245087006361542"
"373.0","394.0","5.482424242424242","4.086363636363637","5.336363636363636","1.0663079757678844"
"395.0","422.0","5.2374418604651165","4.3132558139534884","5.225581395348837","0.6587787106822058"
"427.0","432.0","5.105833333333334","4.7058333333333335","5.090833333333333","0.5196091308942599"
"433.0","441.0","5.656153846153846","4.196923076923077","5.4338461538461535","0.5595384715191624"
"449.0","528.0","5.20247619047619","4.065333333333333","5.343904761904762","0.4870229101969842"
"529.0","534.0","5.463333333333334","4.02","5.353333333333333","0.14959379099451386"
"535.0","628.0","5.512278481012659","3.8056962025316445","5.283291139240506","0.2086874356776206"
"629.0","680.0","5.074242424242424","3.8715151515151516","5.131212121212121","0.1545229921781632"
"681.0","775.0","5.332676056338029","3.9632394366197183","5.097042253521128","0.3939251739236028"
"776.0","836.0","5.620666666666667","4.028666666666667","5.430999999999999","0.4922042835522919"
"840.0","885.0","5.020500000000001","3.7625","5.297499999999999","0.6578896722612992"
"887.0","900.0","5.3752941176470594","3.3952941176470586","5.388823529411764","0.3836927110904668"
"901.0","909.0","5.741666666666666","4.0183333333333335","5.193333333333333","0.4650178186727528"
"910.0","940.0","5.431578947368422","3.9731578947368424","5.265263157894736","0.47690238476344415"
"941.0","950.0","6.336666666666666","3.4433333333333334","5.54","0.300257171962621"
"941.0","991.0","5.220588235294117","4.165588235294117","5.414411764705882","0.3562852552939591"
"993.0","1177.0","5.548082901554405","3.917512953367875","5.443626943005181","0.3256821158489555"
"1180.0","1412.0","5.737147540983607","4.03783606557377","5.610622950819672","0.2880673623481024"
"1413.0","1532.0","5.851297709923664","3.897862595419847","5.606946564885496","0.5352749138526457"
"1533.0","1568.0","5.30125","3.7700000000000005","5.22875","1.026144144080213"
"1570.0","1594.0","5.343333333333334","3.9595833333333332","5.245416666666667","0.6477019892093154"
"1595.0","1630.0","5.601333333333333","3.956444444444444","5.320666666666668","0.8521459621497117"
"1634.0","1647.0","6.045454545454546","4.012727272727273","5.631818181818182","0.6465642954446673"
"1648.0","1664.0","5.8643478260869575","3.978695652173914","5.495217391304348","0.4429311583502976"
"1665.0","1673.0","5.227837837837837","3.993783783783784","5.517567567567568","0.42621997439792264"
"1674.0","1681.0","5.272105263157895","4.107368421052632","5.398157894736843","0.4147257038300587"
"1682.0","1692.0","5.62875","4.3031250000000005","5.074999999999999","0.26897855451603897"
"1693.0","1724.0","5.6000000000000005","4.155344827586207","5.496379310344828","0.23552459751412888"
"1750.0","1924.0","5.630952380952381","3.8989523809523807","5.366380952380951","0.3552892363437895"
"1925.0","1953.0","5.688510638297872","3.87","5.45127659574468","0.3394922287998427"
"1954.0","2212.0","5.583802816901408","4.1701408450704225","5.492394366197183","0.6977491472442409"
"2213.0","2220.0","4.203333333333333","5.1033333333333335","4.645","0.600626143123164"
"2221.0","2344.0","5.141490683229813","4.120807453416149","5.394534161490683","1.0771753735122174"
"2346.0","2404.0","5.3792307692307695","4.079999999999999","5.280512820512822","0.8050421148630058"
"2405.0","2410.0","3.0","4.13","3.8950000000000005","0.4820924562762028"
"2411.0","2453.0","5.661111111111111","4.164444444444444","5.407222222222222","0.6244641155867728"
"2455.0","2459.0","4.858","4.82","5.1240000000000006","0.21591913658368483"
"2460.0","2501.0","5.340238095238096","4.272619047619047","5.446190476190476","0.5752739011841336"
"2502.0","2546.0","5.835294117647059","4.26","5.524705882352941","0.4057608775441013"
"2547.0","2567.0","4.8568181818181815","3.987727272727273","5.222272727272728","0.4667875640293552"
"2600.0","2639.0","5.638285714285714","3.9948571428571436","5.559428571428572","0.44863294917836555"
"2648.0","2689.0","5.485813953488372","4.053255813953488","5.575581395348837","0.21984736253666828"
"2690.0","2853.0","5.284562211981567","4.310599078341014","5.336958525345621","0.40469423289622924"
"2855.0","2860.0","6.020833333333333","3.8941666666666666","5.546666666666667","0.4613516201962571"
"2861.0","2992.0","5.742434782608695","4.092521739130435","5.543130434782609","0.523193842351574"
"2993.0","2997.0","5.555","3.6625","5.7325","0.5318082721680694"
"2998.0","3072.0","5.349746835443038","4.417088607594937","5.31126582278481","1.2921691260075947"
"3073.0","3077.0","5.035","4.6525","5.109999999999999","1.3895651940248714"
"3078.0","3101.0","5.62054054054054","4.012432432432432","5.692432432432433","1.4478204561815404"
"3103.0","3135.0","5.329047619047619","3.8878571428571425","5.555476190476191","2.0085080549550747"
"3139.0","3160.0","5.335294117647059","4.1708823529411765","5.326470588235293","0.6053950626033419"
"3161.0","3251.0","5.671636363636362","4.009363636363637","5.531272727272727","0.6646775207139483"
"3252.0","3271.0","5.665454545454545","3.7900000000000005","5.198181818181818","2.1253664432020196"
"3273.0","3295.0","5.570454545454545","4.003636363636364","5.471818181818181","0.6231298291913966"
"3297.0","3299.0","6.165","4.68","5.925","0.5620601273246785"
"3300.0","3302.0","5.332","4.456","5.254","0.7681300108158806"
"3303.0","3316.0","5.596363636363637","4.261818181818182","5.62","0.7650385648402394"
"3305.0","3371.0","5.604285714285714","4.287142857142858","5.312857142857142","0.6815677378992281"
"3317.0","3328.0","5.463461538461538","4.370384615384615","5.4253846153846155","0.6395325776351799"
"3329.0","3336.0","5.571666666666666","4.505","5.19","0.6776524954212911"
"3337.0","3343.0","5.607692307692308","4.0346153846153845","5.533846153846154","0.6314911515201104"
"3344.0","3304.0","6.0009999999999994","4.121499999999999","5.767999999999999","0.553611809365561"
"3372.0","3383.0","5.955172413793103","4.116551724137931","5.72","0.5987088379217448"
"3385.0","3389.0","4.41","5.359999999999999","4.68","0.7236205372137379"
"3390.0","3419.0","5.92061224489796","4.586938775510204","5.620816326530611","0.9063136661976072"
"3420.0","3425.0","4.68","5.515000000000001","4.62","1.1929493686978725"
"3426.0","3533.0","5.563793103448277","4.125344827586207","5.628189655172414","1.1441626116835693"
"3534.0","3552.0","5.456923076923076","3.6599999999999997","5.54576923076923","0.8987780683116676"
"3553.0","3763.0","5.697842323651452","4.030746887966806","5.547344398340249","0.8565948472802594"
"3764.0","3790.0","4.904444444444445","4.294444444444444","5.011111111111111","0.48607274685322377"
"3794.0","3836.0","5.308552631578949","4.29421052631579","5.380921052631579","0.5190529061244338"
"3839.0","3846.0","5.680000000000001","4.1376923076923084","5.751538461538463","0.28844218298339375"
"3851.0","3860.0","5.2585","3.9505000000000003","5.3715","0.47911135628059054"
"3863.0","3920.0","5.783833333333334","3.952666666666667","5.610333333333333","0.5866633292875668"
"3922.0","3930.0","5.356315789473684","4.624210526315789","5.233684210526316","0.38225327400224174"
"3931.0","3944.0","5.34625","4.1431249999999995","5.3375","0.45528885453971424"
"3945.0","3954.0","5.509999999999999","3.767857142857143","5.389285714285713","0.3277953875696904"
"3955.0","3960.0","5.344545454545455","3.7900000000000005","5.56","0.4477981422546076"
"3961.0","3975.0","5.741333333333333","3.5893333333333333","5.570666666666667","0.5809308685320423"
"3976.0","4018.0","5.607173913043479","3.9558695652173914","5.56586956521739","0.5866517056036276"
"4019.0","4059.0","5.187647058823529","4.050000000000001","5.135294117647059","0.5983889455913535"
"4060.0","4102.0","5.802692307692307","3.9546153846153844","5.4946153846153845","1.6699584809566177"
"4103.0","4352.0","5.577014388489209","4.109028776978417","5.643129496402878","1.290598349131982"
"4209.0","4936.0","5.192239999999999","4.08856","5.4288799999999995","1.087826154240329"
"4353.0","4412.0","5.6975","3.8932142857142864","5.588571428571428","1.0461791896489185"
"4413.0","4434.0","5.463478260869565","3.9117391304347824","5.2299999999999995","2.355218865469146"
"4435.0","4445.0","5.660625","3.9350000000000005","5.92","1.4427088444689526"
"4446.0","4556.0","5.3015384615384615","4.06989010989011","5.3112087912087915","0.8529255468759553"
"4557.0","4582.0","5.860909090909092","4.307272727272726","5.6022727272727275","1.2848930007875108"
"4583.0","4629.0","5.203555555555555","4.252222222222223","5.169111111111111","1.332708639430894"
"4634.0","4673.0","5.3248","4.0524","5.3126","0.6455228159919297"
"4675.0","4686.0","5.592","3.6209999999999996","5.4445","0.7040687538755043"
"4687.0","4748.0","5.559558823529411","4.2660294117647055","5.541764705882351","1.3563041155536728"
"4937.0","4986.0","5.438095238095237","4.013650793650793","5.482380952380953","1.611621953549814"
"4987.0","5009.0","5.183636363636363","3.590454545454546","5.385454545454545","1.5002974960297897"
"5010.0","5018.0","5.398125","4.155625","5.260624999999999","2.403390192650227"
"5019.0","5029.0","5.55","4.224","5.4380000000000015","0.724009315870927"
"5030.0","5041.0","6.473999999999999","3.934","6.096","0.5405463639975486"
"5042.0","5047.0","5.102","3.8939999999999997","5.256","1.0504840549753995"
"5048.0","5053.0","5.856","3.6019999999999994","5.49","0.3853801762775059"
"5060.0","5065.0","4.906000000000001","3.504","5.598000000000001","0.4017188658146735"
"5066.0","5071.0","4.095","3.6525000000000003","5.1425","0.7766032248913967"
"5072.0","5089.0","4.832941176470588","4.471176470588235","5.317647058823529","2.7354560990492334"
"5090.0","5096.0","5.877222222222223","4.296666666666667","5.663333333333333","1.730289772812321"
"5101.0","5143.0","5.579259259259259","3.92","5.267407407407408","2.741312409511587"
"5145.0","5123.0","5.372702702702703","3.9539189189189186","5.447567567567568","2.2764580070163114"
"5221.0","5254.0","5.684583333333332","3.8584722222222223","5.574166666666667","2.9817188111477506"
"5255.0","5263.0","5.02","4.295909090909091","4.957727272727272","3.0158347995611265"
"5264.0","5270.0","5.7653333333333325","4.680000000000001","5.486666666666666","1.0256851203483528"
"5271.0","5276.0","5.081250000000001","4.86125","5.36125","0.3267855830301114"
"5277.0","5358.0","5.232320000000001","4.2647200000000005","5.224000000000001","0.2942745143572002"
"5364.0","5372.0","5.010714285714286","3.953571428571429","5.499285714285714","0.23894861677324186"
"5373.0","5381.0","5.82375","4.233750000000001","6.0275","0.9404392843461777"
"5382.0","5395.0","5.506923076923076","4.173076923076923","5.259615384615383","0.3282876280522709"
"5396.0","5489.0","5.39068493150685","4.140410958904109","5.435342465753425","0.31424420306555767"
"5490.0","5504.0","5.766800000000001","4.064","5.636800000000001","0.38716433548783447"
"5505.0","5521.0","5.4","4.410000000000001","5.452727272727272","0.3757840164629406"
"5522.0","5527.0","5.413333333333333","4.331666666666666","5.435","0.5796399752211451"
"5528.0","5577.0","5.249375000000001","4.257124999999999","5.368625","0.5160803559314379"
"5578.0","5587.0","5.5052631578947375","4.080000000000001","5.494736842105263","0.38349645401671867"
"5605.0","5617.0","5.3","3.7300000000000004","5.7","0.41425887159211294"
"5618.0","5623.0","4.681428571428571","4.2057142857142855","5.162857142857142","0.6863408319794726"
"5628.0","5642.0","6.134999999999999","3.950833333333333","5.683333333333334","0.3203299152887101"
"5643.0","5644.0","4.592499999999999","4.47","4.944999999999999","0.3835060431974964"
"5645.0","5647.0","5.53","4.9","5.61","0.23634760747656652"
"5648.0","5650.0","5.70888888888889","4.067777777777778","5.644444444444444","0.21212718056950236"
"5651.0","5660.0","5.638571428571429","4.617142857142857","5.282857142857142","0.11994747768139569"
"5664.0","5665.0","6.023333333333333","4.283333333333333","5.591666666666666","0.16828158971854426"
"5667.0","5669.0","5.713333333333332","4.505","6.036666666666666","0.5647454766716895"
"5670.0","5674.0","4.373333333333334","3.91","4.653333333333333","0.54417731570843"
"5676.0","5740.0","5.699999999999999","3.145","4.93","0.5683491938314689"
"5697.0","5700.0","5.047499999999999","4.11","4.8575","0.5855643916606325"
"5701.0","5712.0","5.073333333333333","4.526190476190477","5.1795238095238085","0.5956751079187331"
"5720.0","5727.0","5.00625","4.49625","5.65625","0.6715158081056253"
"5729.0","5735.0","5.6905882352941175","4.697058823529412","5.676470588235294","0.9231823755015861"
"5745.0","5750.0","5.715263157894737","4.414736842105263","5.856842105263158","1.204926612208508"
"5751.0","5755.0","4.331111111111111","5.306666666666667","4.677777777777778","1.1941872483060925"
"5763.0","5775.0","5.5112499999999995","4.7924999999999995","5.57625","0.7619442584443522"
"5776.0","5780.0","5.664444444444445","3.7322222222222217","5.874444444444444","2.0632144361551226"
"5783.0","5799.0","5.575882352941176","4.151764705882353","5.5200000000000005","1.4194443752021089"
"5800.0","5886.0","5.931973684210526","4.24328947368421","5.653552631578947","2.607671956338281"
"5891.0","5902.0","5.491428571428571","3.922857142857143","5.381428571428572","2.4626579517034637"
"5903.0","5906.0","5.1899999999999995","3.8249999999999997","4.79","1.370989073478181"
"5906.0","5910.0","5.381","4.775","5.543","1.4689340402970221"
"5911.0","5916.0","5.664999999999999","4.383749999999999","5.251875","2.083102107829023"
"5920.0","5950.0","5.46578947368421","4.09921052631579","5.527105263157894","1.766076194209246"
"5962.0","5970.0","5.9325","3.9808333333333334","5.836666666666667","1.192183031519698"
"5977.0","6060.0","5.3673451327433614","4.123451327433629","5.456637168141592","2.179141025089096"
"6065.0","6083.0","5.677142857142856","3.873928571428572","5.753928571428572","1.7112717649511162"
"6085.0","6093.0","5.748076923076922","4.279871794871795","5.627051282051282","1.5812463246096464"
"6163.0","6302.0","5.8244375","4.122437499999999","5.7186875","2.0310612788131444"
"6303.0","6307.0","5.106086956521739","3.9808695652173913","5.0578260869565215","1.7264690033327765"
"6308.0","6320.0","5.354814814814815","4.292962962962963","5.452222222222223","2.150937883142775"
"6321.0","6330.0","5.576923076923077","4.136923076923077","5.176923076923076","3.170938133176295"
"6331.0","6333.0","5.295714285714287","4.548571428571429","5.6257142857142854","2.6804940211792125"
"6333.0","6335.0","5.322500000000001","4.0200000000000005","5.19","0.9519429365417964"
"6334.0","6336.0","5.234444444444445","4.638888888888889","5.583333333333333","1.4324463107381165"
"6337.0","6339.0","5.332000000000001","4.2299999999999995","5.378","1.169274675924037"
"6339.0","6341.0","5.984999999999999","4.175","5.125","2.434390004433644"
"6342.0","6344.0","5.422","4.148","5.390000000000001","0.8956980146407871"
"6344.0","6346.0","5.432","3.8760000000000003","5.668","0.8086258346515337"
"6347.0","6349.0","4.04","4.466666666666667","4.073333333333333","1.801553102782702"
"6349.0","6351.0","5.205","4.341666666666667","4.745","1.6755091797669774"
"6352.0","6354.0","5.756666666666667","3.8299999999999996","5.426666666666667","1.0318013640352712"
"6354.0","6356.0","6.05","4.86","5.67","1.3160855047208808"
"6357.0","6359.0","5.390000000000001","4.3999999999999995","5.38","1.046407192405067"
"6359.0","6361.0","5.575","3.7399999999999998","5.405","0.9804530263417972"
"6362.0","6364.0","5.536363636363637","3.899090909090909","5.377727272727273","1.0191126301116296"
"6364.0","6366.0","5.573846153846153","4.426153846153846","5.328461538461538","1.4688843517179697"
"6367.0","6369.0","4.9366666666666665","6.63","5.373333333333334","1.1447201091573111"
"6369.0","6371.0","5.59047619047619","4.336190476190476","5.0980952380952385","1.2094832479689899"
"6372.0","6374.0","5.964","4.984999999999999","5.781000000000001","1.1327718344214508"
"6374.0","6376.0","5.335","4.2675","5.3481250000000005","0.9392642668075294"
"6377.0","6379.0","5.4525","4.1641666666666675","5.121666666666667","0.764926607098098"
"6379.0","6381.0","5.149166666666667","4.798333333333334","5.199166666666667","1.319359803133542"
"6382.0","6384.0","5.217692307692308","4.709230769230769","5.357692307692308","1.208237798435616"
"6384.0","6386.0","5.088","4.166666666666666","5.061999999999999","1.673741513949012"
"6387.0","6389.0","4.993333333333333","4.69","4.8","1.3180139227274041"
"6389.0","6391.0","4.64","5.093333333333334","5.513333333333333","3.015511497850816"
"6392.0","6394.0","4.468","4.866","4.970000000000001","0.9889339132948568"
"6394.0","6396.0","4.2425","5.245","4.7","0.9358342103684357"
"6397.0","6399.0","4.8536363636363635","4.749090909090909","5.0209090909090905","0.8682663437548471"
"6399.0","6401.0","4.54","4.855","4.6537500000000005","0.6846961408228522"
"6402.0","6404.0","5.189","4.351000000000001","5.164","0.5751841940442263"
"6404.0","6406.0","4.925","5.035","5.015000000000001","0.8202475737177031"
"6407.0","6409.0","7.32","5.0","7.16","1.3437690262710587"
"6409.0","6411.0","5.563333333333333","4.056666666666666","5.351666666666667","1.582145375356803"
"6412.0","6414.0","4.992","4.452","5.154","1.52861454427335"
"6414.0","6427.0","5.119047619047619","3.811428571428571","5.139047619047619","1.9802400326909453"
"6416.0","6429.0","5.226521739130436","4.53304347826087","5.386521739130434","2.404997149757062"
"6419.0","6432.0","5.545714285714285","4.007142857142858","5.24","2.30541664086704"
"6430.0","6436.0","5.322500000000001","4.4125","5.400833333333334","1.7860941504210632"
"6432.0","6438.0","5.32","3.6574999999999998","5.0825","2.0194802855293696"
"6435.0","6441.0","5.1045454545454545","4.8127272727272725","4.710909090909092","1.830539106026646"
"6437.0","6443.0","5.731538461538462","4.538461538461538","5.426923076923078","1.9372473803199761"
"6440.0","6446.0","5.251666666666666","4.286666666666666","5.026666666666666","2.6933129593241762"
"6442.0","6448.0","4.615555555555556","5.345555555555556","4.9366666666666665","3.665980160030311"
"6445.0","6451.0","4.883333333333334","4.506666666666666","4.808888888888889","2.5773119081247104"
"6447.0","6453.0","5.400999999999999","3.9890000000000008","5.3100000000000005","2.2387271949890724"
"6472.0","6478.0","5.691333333333334","3.9213333333333336","5.319333333333334","1.7681620852001825"
"6474.0","6480.0","5.20875","3.845","5.44125","0.6918902578800228"
"6477.0","6483.0","5.675294117647058","4.153529411764706","5.474117647058824","0.9592676938374068"
"6479.0","6485.0","5.092631578947369","4.0952631578947365","5.092631578947369","0.9258744285292557"
"6482.0","6488.0","5.18625","4.203749999999999","5.26125","0.9603967598476054"
"6484.0","6490.0","5.9366666666666665","3.313333333333333","6.036666666666666","0.7756475324153734"
"6487.0","6493.0","5.558571428571428","3.821428571428572","5.361428571428571","0.6582168819622523"
"6489.0","6495.0","5.169999999999999","4.21","5.759999999999999","0.5509760823002339"
"6492.0","6498.0","4.866363636363636","4.258181818181819","5.085454545454545","0.3902111453601964"
"6494.0","6500.0","5.188","3.928","5.694","0.4271145609050126"
"6497.0","6503.0","5.658571428571428","3.8628571428571434","5.581428571428572","0.38183918045880433"
"6499.0","6505.0","5.014285714285713","4.341428571428572","5.184285714285715","0.4612020076168239"
"6502.0","6508.0","4.859999999999999","4.27","4.9675","0.4116862774454605"
"6504.0","6510.0","4.88","4.301111111111111","5.108888888888889","0.3324097863621438"
"6507.0","6513.0","5.489444444444445","3.8627777777777776","5.528333333333333","0.317483017343792"
"6509.0","6515.0","5.17","3.84","5.9725","0.4229092003070424"
"6512.0","6518.0","5.258333333333334","4.401666666666667","5.305000000000001","0.6522131588886857"
"6514.0","6520.0","5.760000000000001","4.233333333333333","5.9433333333333325","0.7398044954295876"
"6517.0","6523.0","5.3311111111111105","4.697777777777778","5.6755555555555555","0.7115605552545592"
"6519.0","6525.0","4.715","4.795","5.04","0.8584721318690659"
"6522.0","6528.0","5.338181818181817","4.092727272727273","5.408181818181818","0.9459851448719038"
"6524.0","6530.0","5.296666666666666","4.1","5.493333333333333","1.0309845942715563"
"6527.0","6533.0","5.172142857142858","4.204999999999999","5.235","1.076867085412292"
"6529.0","6535.0","5.0","4.611666666666666","5.3933333333333335","1.1226121153585278"
"6532.0","6538.0","5.174444444444444","4.612222222222223","5.231111111111112","1.1113799424763922"
"6534.0","6540.0","4.7","4.756666666666667","4.760000000000001","1.1965091687035707"
"6537.0","6543.0","5.71","4.48","5.6850000000000005","1.1795040316908307"
"6539.0","6545.0","5.4125","3.9725","5.305","1.1764095600980609"
"6542.0","6548.0","4.74","3.24","5.04","1.0186077925809183"
"6544.0","6550.0","4.595000000000001","3.87","4.745","0.9889786595196071"
"6547.0","6553.0","5.23","4.622222222222222","5.776666666666667","1.0483376229209982"
"6549.0","6555.0","5.703333333333333","3.7422222222222223","5.65","1.0664648345272534"
"6552.0","6558.0","6.366666666666667","3.903333333333333","5.8","0.9458658707220816"
"6554.0","6560.0","5.247857142857143","4.357857142857143","5.534285714285715","0.8387020050430157"
"6557.0","6563.0","5.603","5.202999999999999","5.202","0.7284367316191299"
"6559.0","6565.0","5.611428571428571","4.4314285714285715","5.112857142857144","0.7447830955385148"
"6562.0","6568.0","5.63375","4.34125","5.35375","0.6660448400354794"
"6564.0","6570.0","5.303333333333333","4.251111111111111","5.192222222222223","0.6115255609573951"
"6567.0","6573.0","4.937777777777778","4.476666666666667","5.105555555555555","0.5660023805715458"
"6569.0","6575.0","5.275","3.891666666666667","5.706666666666666","0.5500580876559319"
"6574.0","6580.0","5.480714285714285","4.144285714285714","5.195714285714284","0.5497815706687816"
"6577.0","6583.0","5.179090909090909","4.661818181818182","5.239090909090908","0.5753964668746651"
"6579.0","6585.0","5.557272727272727","4.513636363636363","5.620909090909091","0.6197842419966656"
"6582.0","6588.0","5.045555555555556","4.147777777777779","5.081111111111111","0.7495835316247359"
"6584.0","6590.0","4.776","4.704","5.066000000000001","0.7956929184005365"
"6587.0","6593.0","6.192500000000001","4.33","6.074999999999999","0.987687014028515"
"6589.0","6595.0","5.6052380952380965","4.256666666666668","5.7004761904761905","0.9879512267349648"
"6592.0","6598.0","5.63","4.228","5.348","1.0349227304368471"
"6594.0","6600.0","6.077","4.46","6.066","0.9536237211164865"
"6597.0","6603.0","5.510454545454546","4.259999999999999","5.486363636363636","1.2328658916197675"
"6599.0","6605.0","5.489999999999999","4.3566666666666665","5.371666666666667","1.4322126476767807"
"6602.0","6608.0","5.63","3.27","5.1000000000000005","1.6747003769564146"
